WB-1044190	WB-1044191	WB-1044192
ENSG00000162971	1	1	1
ENSG00000162972	1	1	1
ENSG00000162975	13	13	13
ENSG00000162976	0	0	0
ENSG00000162980	5	5	5
ENSG00000162981	34.001	34	34
ENSG00000162989	1	1	1
ENSG00000162992	0	0	0
ENSG00000162994	1	1	1
ENSG00000162997	0	0	0
ENSG00000162998	1	1	1
ENSG00000162999	2	2	2
ENSG00000163001	9	9	9
ENSG00000163002	2	2	2
ENSG00000163006	2	2	2
ENSG00000163012	0	0	0
ENSG00000163013	20	20	20
ENSG00000163016	0	0	0
ENSG00000163017	0	0	0
ENSG00000163026	4	4	4
ENSG00000163029	5	5	5
ENSG00000163032	18	18	18
ENSG00000163040	1	1	1
ENSG00000163041	227.693	227.619	227.71
ENSG00000163046	0	0	0
ENSG00000163050	5	5	5
ENSG00000163053	32	32	32
ENSG00000163060	0	0	0
ENSG00000163064	0	0	0
ENSG00000163069	18	18	18
ENSG00000163071	0	0	0
ENSG00000163072	1	1	1
ENSG00000163075	3	3	3
ENSG00000163081	0	0	0
ENSG00000163082	0	0	0
ENSG00000163083	0	0	0
ENSG00000163092	0	0	0
ENSG00000163093	5	5	5
ENSG00000163098	0	0	0
ENSG00000163104	44	44	44
ENSG00000163106	0	0	0
ENSG00000163110	5	5	5
ENSG00000163114	0	0	0
ENSG00000163116	0	0	0
ENSG00000163121	0	0	0
ENSG00000163125	29	29	29
ENSG00000163126	0	0	0
ENSG00000163131	0	0	0
ENSG00000163132	0	0	0
ENSG00000163138	0	0	0
ENSG00000163141	0	0	0
ENSG00000163145	0	0	0
ENSG00000163154	0	0	0
ENSG00000163155	9	9	9
ENSG00000163156	4	4	4
ENSG00000163157	0	0	0
ENSG00000163159	26	26	26
ENSG00000163161	12	12	12
ENSG00000163162	1	1	1
ENSG00000163166	10	10	10
ENSG00000163170	2	2	2
ENSG00000163171	10	10	10
ENSG00000163191	0	0	0
ENSG00000163202	0	0	0
ENSG00000163206	0	0	0
ENSG00000163207	0	0	0
ENSG00000163209	0	0	0
ENSG00000163214	15	15	15
ENSG00000163216	0	0	0
ENSG00000163217	0	0	0
ENSG00000163218	0	0	0
ENSG00000163219	0	0	0
ENSG00000163220	0	0	0
ENSG00000163221	0	0	0
ENSG00000163235	0	0	0
ENSG00000163239	0	0	0
ENSG00000163249	1	1	1
ENSG00000163251	0	0	0
ENSG00000163254	0	0	0
ENSG00000163257	14	14	14
ENSG00000163263	0	0	0
ENSG00000163273	1	1	1
ENSG00000163281	7	7	7
ENSG00000163283	0	0	0
ENSG00000163285	2	2	2
ENSG00000163286	0	0	0
ENSG00000163288	1	1	1
ENSG00000163291	11	11	11
ENSG00000163293	0	0	0
ENSG00000163295	0	0	0
ENSG00000163297	1	1	1
ENSG00000163312	2	2	2
ENSG00000163319	1	1	1
ENSG00000163320	32	32	32
ENSG00000163322	1	1	1
ENSG00000163328	5	5	5
ENSG00000163331	2	2	2
ENSG00000163344	9	9	9
ENSG00000163346	2	2	2
ENSG00000163347	0	0	0
ENSG00000163348	11	11	11
ENSG00000163349	22	22	22
ENSG00000163352	0	0	0
ENSG00000163354	0	0	0
ENSG00000163357	0	0	0
ENSG00000163359	0	0	0
ENSG00000163362	0	0	0
ENSG00000163374	24.536	24.536	24.536
ENSG00000163376	1	1	1
ENSG00000163377	0	0	0
ENSG00000163378	0	0	0
ENSG00000163380	0	0	0
ENSG00000163382	11	11	11
ENSG00000163389	3	3	3
ENSG00000163393	3	3	3
ENSG00000163394	0	0	0
ENSG00000163395	0	0	0
ENSG00000163399	98	98	98
ENSG00000163406	0	0	0
ENSG00000163412	5	5	5
ENSG00000163421	0	0	0
ENSG00000163424	0	0	0
ENSG00000163428	6	6	6
ENSG00000163430	6	6	6
ENSG00000163431	0	0	0
ENSG00000163435	0	0	0
ENSG00000163440	0	0	0
ENSG00000163444	28	28	28
ENSG00000163449	13	13	13
ENSG00000163453	0	0	0
ENSG00000163462	19	18.999	19
ENSG00000163463	15	15	15
ENSG00000163464	0	0	0
ENSG00000163466	36	36	36
ENSG00000163467	0	0	0
ENSG00000163468	55	55	55
ENSG00000163472	3	3	3
ENSG00000163479	44	44	44
ENSG00000163481	4	4	4
ENSG00000163482	4	4	4
ENSG00000163485	2	2	2
ENSG00000163491	0	0	0
ENSG00000163492	1	1	1
ENSG00000163497	0	0	0
ENSG00000163499	0	0	0
ENSG00000163501	0	0	0
ENSG00000163507	0	0	0
ENSG00000163508	0	0	0
ENSG00000163510	6	6	6
ENSG00000163512	7	7	7
ENSG00000163513	0	0	0
ENSG00000163515	0	0	0
ENSG00000163516	12	12	12
ENSG00000163517	6	6	6
ENSG00000163518	0	0	0
ENSG00000163519	0	0	0
ENSG00000163520	0	0	0
ENSG00000163521	0	0	0
ENSG00000163527	25	25	25
ENSG00000163528	3	3	3
ENSG00000163530	0	0	0
ENSG00000163531	97	97	96.999
ENSG00000163534	0	0	0
ENSG00000163535	1	1	1
ENSG00000163536	4	4	4
ENSG00000163539	134.002	134.001	134
ENSG00000163541	16	16	16
ENSG00000163545	2	2	2
ENSG00000163554	0	0	0
ENSG00000163558	13.001	13	13
ENSG00000163563	0	0	0
ENSG00000163564	0	0	0
ENSG00000163565	0	0	0
ENSG00000163568	2.202	2.202	2.202
ENSG00000163576	0	0	0
ENSG00000163577	1	1	1
ENSG00000163581	0	0	0
ENSG00000163584	1	1	1
ENSG00000163586	0	0	0
ENSG00000163590	42	42	42
ENSG00000163596	15	15	15
ENSG00000163599	0	0	0
ENSG00000163600	0	0	0
ENSG00000163602	6.411	6.411	6.411
ENSG00000163605	9	9	9
ENSG00000163606	0	0	0
ENSG00000163607	1	1	1
ENSG00000163608	5	5	5
ENSG00000163611	0	0	0
ENSG00000163612	0	0	0
ENSG00000163617	1	1	1
ENSG00000163618	39	39.001	39
ENSG00000163623	1	1	1
ENSG00000163624	3	3	3
ENSG00000163625	31	31	31
ENSG00000163626	3	3	3
ENSG00000163629	3	3	3
ENSG00000163630	1	1	1
ENSG00000163631	0	0	0
ENSG00000163632	0	0	0
ENSG00000163633	2	2	2
ENSG00000163634	2	2	2
ENSG00000163635	13	13	13
ENSG00000163636	10	10	10
ENSG00000163637	11	11	11
ENSG00000163638	1	1	1
ENSG00000163644	15	15	15
ENSG00000163645	0	0	0
ENSG00000163646	0	0	0
ENSG00000163655	9	9	9
ENSG00000163659	3	3	3
ENSG00000163660	11	11	11
ENSG00000163661	0	0	0
ENSG00000163666	0	0	0
ENSG00000163673	1	1	1
ENSG00000163681	8	8	8
ENSG00000163682	52.075	52.079	52.074
ENSG00000163683	11.774	11.774	11.774
ENSG00000163684	7	7	7
ENSG00000163686	0	0	0
ENSG00000163687	0	0	0
ENSG00000163689	0	0	0
ENSG00000163694	1	1	1
ENSG00000163697	19	19	19
ENSG00000163701	0	0	0
ENSG00000163702	0	0	0
ENSG00000163703	6	6	6
ENSG00000163704	1	1	1
ENSG00000163705	0	0	0
ENSG00000163710	2	2	2
ENSG00000163714	27	26.999	27
ENSG00000163719	5	5	5
ENSG00000163728	9	9	9
ENSG00000163734	0	0	0
ENSG00000163735	0	0	0
ENSG00000163736	0	0	0
ENSG00000163737	0	0	0
ENSG00000163738	1	1	1
ENSG00000163739	0	0	0
ENSG00000163743	13	12.999	13.001
ENSG00000163746	0	0	0
ENSG00000163749	0.988	0.988	0.988
ENSG00000163751	0	0	0
ENSG00000163754	1	1	1
ENSG00000163755	2	2	2
ENSG00000163762	0	0	0
ENSG00000163781	8	8	8
ENSG00000163785	3	3	3
ENSG00000163788	13	13	13
ENSG00000163792	0	0	0
ENSG00000163793	0	0	0
ENSG00000163794	1	1	1
ENSG00000163795	8	8	8
ENSG00000163798	7	7	7
ENSG00000163803	0	0	0
ENSG00000163806	0	0	0
ENSG00000163808	0	0	0
ENSG00000163810	0	0	0
ENSG00000163811	9	9	9
ENSG00000163812	5	5	5
ENSG00000163814	0	0	0
ENSG00000163815	0	0	0
ENSG00000163817	0	0	0
ENSG00000163818	3	3	3
ENSG00000163820	0	0	0
ENSG00000163823	0	0	0
ENSG00000163825	0	0	0
ENSG00000163827	0	0	0
ENSG00000163832	3	3	3
ENSG00000163833	0	0	0
ENSG00000163840	0	0	0
ENSG00000163848	19	19	19
ENSG00000163864	0	0	0
ENSG00000163866	3.999	3.999	3.999
ENSG00000163867	4	4	4
ENSG00000163870	4	4	4
ENSG00000163872	25	25	25
ENSG00000163873	35	35	35
ENSG00000163874	0	0	0
ENSG00000163875	23	23	23
ENSG00000163877	2	2	2
ENSG00000163879	6	6	6
ENSG00000163882	3	3	3
ENSG00000163884	0	0	0
ENSG00000163885	0	0	0
ENSG00000163888	11	11	11
ENSG00000163898	0	0	0
ENSG00000163900	4	4	4
ENSG00000163902	42	42	42
ENSG00000163904	12	12	12
ENSG00000163909	0	0	0
ENSG00000163913	13	13	13
ENSG00000163914	0	0	0
ENSG00000163918	3	3	3
ENSG00000163923	2	2	2
ENSG00000163930	28	28.001	28
ENSG00000163931	28.999	29	28.999
ENSG00000163932	1	1	1
ENSG00000163933	6.991	6.991	6.991
ENSG00000163935	4	4	4
ENSG00000163938	15	15	15
ENSG00000163939	38	38	38
ENSG00000163945	9	9	9
ENSG00000163946	17	17	17
ENSG00000163947	9	9	9
ENSG00000163950	12	12	12
ENSG00000163956	13	13	13
ENSG00000163958	0	0	0
ENSG00000163959	0	0	0
ENSG00000163960	35	35	35
ENSG00000163961	4	4	4
ENSG00000163964	8.006	8.007	8.006
ENSG00000163975	0	0	0
ENSG00000163982	0	0	0
ENSG00000163993	0	0	0
ENSG00000163995	6	6	6
ENSG00000164002	0	0	0
ENSG00000164007	0	0	0
ENSG00000164008	2.026	2.026	2.026
ENSG00000164010	0	0	0
ENSG00000164011	0	0	0
ENSG00000164022	7	7	7
ENSG00000164023	0	0	0
ENSG00000164024	10	10	10
ENSG00000164031	6	6	6
ENSG00000164032	26	26	26
ENSG00000164035	0	0	0
ENSG00000164037	0	0	0
ENSG00000164038	5.001	5.001	5.001
ENSG00000164039	1	1	1
ENSG00000164040	10	10	10
ENSG00000164045	4	4	4
ENSG00000164047	0	0	0
ENSG00000164048	10	10	10
ENSG00000164049	0	0	0
ENSG00000164050	63.999	63.999	63.999
ENSG00000164051	2	2	2
ENSG00000164053	0	0	0
ENSG00000164054	35	35	35
ENSG00000164056	2	2	2
ENSG00000164061	51	51	51
ENSG00000164062	10	10	10
ENSG00000164066	7.993	7.993	7.993
ENSG00000164068	10	10	10
ENSG00000164070	12.004	12.004	12.004
ENSG00000164073	2	2	2
ENSG00000164074	5	5	5
ENSG00000164076	39	39	38.999
ENSG00000164077	5	5	5
ENSG00000164078	1	1	1
ENSG00000164080	32	32	32
ENSG00000164081	2	2	2
ENSG00000164082	5	5	5
ENSG00000164086	5	5	5
ENSG00000164087	1	1	1
ENSG00000164088	0	0	0
ENSG00000164089	0	0	0
ENSG00000164091	92	92	92
ENSG00000164093	0	0	0
ENSG00000164096	14	14	14
ENSG00000164099	0	0	0
ENSG00000164100	0	0	0
ENSG00000164104	18	18	18
ENSG00000164105	2	2	2
ENSG00000164106	0	0	0
ENSG00000164107	0	0	0
ENSG00000164109	1	1	1
ENSG00000164111	4	4	4
ENSG00000164112	0	0	0
ENSG00000164113	0	0	0
ENSG00000164114	17	17	17
ENSG00000164116	2	2	2
ENSG00000164117	3	3	3
ENSG00000164118	5	5	5
ENSG00000164120	2	2	2
ENSG00000164122	0	0	0
ENSG00000164123	0	0	0
ENSG00000164124	0	0	0
ENSG00000164125	0	0	0
ENSG00000164128	1	1	1
ENSG00000164129	0	0	0
ENSG00000164134	16	16	16
ENSG00000164136	2	2	2
ENSG00000164142	0	0	0
ENSG00000164144	0	0	0
ENSG00000164151	24	24	24
ENSG00000164161	0.928	0.928	0.928
ENSG00000164162	0	0	0
ENSG00000164163	7.005	7.005	7.005
ENSG00000164164	6	6	6
ENSG00000164167	1	1	1
ENSG00000164168	13	13	13
ENSG00000164169	3	3	3
ENSG00000164171	0	0	0
ENSG00000164172	12	12	12
ENSG00000164175	0	0	0
ENSG00000164176	1	1	1
ENSG00000164180	5	5	5
ENSG00000164181	0	0	0
ENSG00000164182	3	3	3
ENSG00000164185	0	0	0
ENSG00000164187	8	8	8
ENSG00000164188	0	0	0
ENSG00000164190	23	23	23
ENSG00000164197	1	1	1
ENSG00000164199	2	2	2
ENSG00000164209	17	17	17
ENSG00000164211	5	5	5
ENSG00000164219	2	2	2
ENSG00000164220	0	0	0
ENSG00000164221	9	9	9
ENSG00000164236	2	2	2
ENSG00000164237	1	1	1
ENSG00000164241	1	1	1
ENSG00000164244	7	7	7
ENSG00000164251	1	1	1
ENSG00000164252	12	12	12
ENSG00000164253	11	11	11
ENSG00000164256	0	0	0
ENSG00000164258	10	10	10
ENSG00000164265	1	1	1
ENSG00000164266	0	0	0
ENSG00000164270	1	1	1
ENSG00000164283	0	0	0
ENSG00000164284	5	5	5
ENSG00000164287	0	0	0
ENSG00000164291	1	1	1
ENSG00000164292	10	10	10
ENSG00000164294	0	0	0
ENSG00000164296	0	0	0
ENSG00000164299	0	0	0
ENSG00000164300	5	5	5
ENSG00000164303	0	0	0
ENSG00000164304	0	0	0
ENSG00000164305	18	18	18
ENSG00000164306	1	1	1
ENSG00000164307	3	3	3
ENSG00000164308	1	1	1
ENSG00000164309	1	1	1
ENSG00000164318	0	0	0
ENSG00000164323	10	10	10
ENSG00000164325	0	0	0
ENSG00000164326	0	0	0
ENSG00000164327	5.985	5.985	5.985
ENSG00000164329	7	7	7
ENSG00000164330	3	3	3
ENSG00000164331	7	7	7
ENSG00000164332	9	9	9
ENSG00000164334	0	0	0
ENSG00000164338	3	3	3
ENSG00000164342	0	0	0
ENSG00000164344	0	0	0
ENSG00000164346	13	13	13
ENSG00000164347	14	14	14
ENSG00000164362	0	0	0
ENSG00000164363	0	0	0
ENSG00000164366	12	12	12
ENSG00000164379	0	0	0
ENSG00000164393	0	0	0
ENSG00000164398	13	13	13
ENSG00000164399	0	0	0
ENSG00000164400	0	0	0
ENSG00000164402	14.999	15	15.001
ENSG00000164403	0	0	0
ENSG00000164404	0	0	0
ENSG00000164405	16	16	16
ENSG00000164406	0	0	0
ENSG00000164411	0	0	0
ENSG00000164414	9	9	9
ENSG00000164418	7	7	7
ENSG00000164430	0	0	0
ENSG00000164434	9	9	9
ENSG00000164438	0	0	0
ENSG00000164440	0	0	0
ENSG00000164442	14	14	14
ENSG00000164451	0	0	0
ENSG00000164458	0	0	0
ENSG00000164463	2	2	2
ENSG00000164465	0	0	0
ENSG00000164466	13	13	13
ENSG00000164483	0	0	0
ENSG00000164484	11	11	11
ENSG00000164485	0	0	0
ENSG00000164488	0	0	0
ENSG00000164494	1	1	1
ENSG00000164500	0	0	0
ENSG00000164506	5	5	5
ENSG00000164508	0	0	0
ENSG00000164509	0	0	0
ENSG00000164512	0	0	0
ENSG00000164520	0	0	0
ENSG00000164530	0	0	0
ENSG00000164532	0	0	0
ENSG00000164535	7	7	7
ENSG00000164542	15	15	15
ENSG00000164543	3	3	3
ENSG00000164548	22	22	22
ENSG00000164556	0	0	0
ENSG00000164574	17	17	17
ENSG00000164576	9	9	9
ENSG00000164587	62	62	62
ENSG00000164588	0	0	0
ENSG00000164591	0	0	0
ENSG00000164597	10	10	10
ENSG00000164600	0	0	0
ENSG00000164603	9	9	9
ENSG00000164604	7	7	7
ENSG00000164609	11	11	11
ENSG00000164610	4.334	4.334	4.334
ENSG00000164611	0	0	0
ENSG00000164615	9	9	9
ENSG00000164616	0	0	0
ENSG00000164619	1	1	1
ENSG00000164620	5	5	5
ENSG00000164626	0	0	0
ENSG00000164627	0	0	0
ENSG00000164631	8	8	8
ENSG00000164638	23.921	23.92	23.921
ENSG00000164645	0	0	0
ENSG00000164647	0	0	0
ENSG00000164649	0	0	0
ENSG00000164651	8	8	8
ENSG00000164654	7	7	7
ENSG00000164659	11	11	11
ENSG00000164663	1	1	1
ENSG00000164669	1.615	1.616	1.616
ENSG00000164674	0	0	0
ENSG00000164675	0	0	0
ENSG00000164683	4	4	4
ENSG00000164684	22	22	22
ENSG00000164687	1.335	1.334	1.335
ENSG00000164690	0	0	0
ENSG00000164691	0	0	0
ENSG00000164692	3	3	3
ENSG00000164694	0	0	0
ENSG00000164695	0	0	0
ENSG00000164707	0	0	0
ENSG00000164708	0	0	0
ENSG00000164713	13	13	13
ENSG00000164715	15	15	15
ENSG00000164729	0	0	0
ENSG00000164733	28.999	29	29
ENSG00000164736	0	0	0
ENSG00000164740	0	0	0
ENSG00000164741	3	3	3
ENSG00000164742	57.003	57.003	57.003
ENSG00000164743	2	2	2
ENSG00000164744	0	0	0
ENSG00000164746	0	0	0
ENSG00000164749	0	0	0
ENSG00000164751	5	5	5
ENSG00000164754	52	52	52
ENSG00000164756	0	0	0
ENSG00000164758	2	2	2
ENSG00000164761	0	0	0
ENSG00000164764	0	0	0
ENSG00000164776	0	0	0
ENSG00000164778	0	0	0
ENSG00000164794	0	0	0
ENSG00000164796	4.999	4.999	4.999
ENSG00000164808	12	12.001	12
ENSG00000164815	3	3	3
ENSG00000164816	0	0	0
ENSG00000164818	3	3	3
ENSG00000164821	0	0	0
ENSG00000164822	0	0	0
ENSG00000164823	12	12	12
ENSG00000164825	0	0	0
ENSG00000164828	38.42	38.419	38.419
ENSG00000164830	9	9	9
ENSG00000164841	4	4	4
ENSG00000164845	0	0	0
ENSG00000164849	0	0	0
ENSG00000164850	0	0	0
ENSG00000164853	1	1	1
ENSG00000164855	1	1	1
ENSG00000164867	1	1	1
ENSG00000164871	0	0	0
ENSG00000164877	6	6	6
ENSG00000164879	0	0	0
ENSG00000164880	28	28	28
ENSG00000164885	13	13	13
ENSG00000164889	1	1	1
ENSG00000164893	0	0	0
ENSG00000164896	11	11	11
ENSG00000164897	6	6	6
ENSG00000164898	1	1	1
ENSG00000164900	0	0	0
ENSG00000164902	11.999	11.999	11.999
ENSG00000164904	18	18	18
ENSG00000164916	25.005	25.005	25.005
ENSG00000164919	27	27	27
ENSG00000164920	0	0	0
ENSG00000164924	310	309.999	310.001
ENSG00000164929	6	6	6
ENSG00000164930	2	2	2
ENSG00000164932	0	0	0
ENSG00000164933	0	0	0
ENSG00000164934	6	6	6
ENSG00000164935	0	0	0
ENSG00000164938	18	18	18
ENSG00000164941	8	8	8
ENSG00000164944	16	16	16
ENSG00000164946	1	1	1
ENSG00000164949	0	0	0
ENSG00000164951	9	9	9
ENSG00000164953	4	4	4
ENSG00000164961	3	3	3
ENSG00000164967	2	2	2
ENSG00000164970	51	51	51
ENSG00000164972	2	2	2
ENSG00000164975	15	15	15
ENSG00000164976	2	2	2
ENSG00000164978	3	3	3
ENSG00000164983	11	11	11
ENSG00000164985	22	22.001	22.001
ENSG00000164989	4	4	4
ENSG00000165006	15	15	15
ENSG00000165023	27	27	27
ENSG00000165025	0	0	0
ENSG00000165028	0	0	0
ENSG00000165029	2	2	2
ENSG00000165030	7	7	7
ENSG00000165046	0	0	0
ENSG00000165055	13.968	13.968	13.968
ENSG00000165059	0	0	0
ENSG00000165060	3	3	3
ENSG00000165061	0	0	0
ENSG00000165066	0	0	0
ENSG00000165071	0	0	0
ENSG00000165072	0	0	0
ENSG00000165076	0	0	0
ENSG00000165078	0	0	0
ENSG00000165084	0	0	0
ENSG00000165091	0	0	0
ENSG00000165092	0	0	0
ENSG00000165097	4	4	4
ENSG00000165102	15	15	15
ENSG00000165105	7.524	7.523	7.524
ENSG00000165113	1	1	1
ENSG00000165115	3	3	3
ENSG00000165118	0	0	0
ENSG00000165119	154.001	154	154
ENSG00000165120	0	0	0
ENSG00000165121	1	1	1
ENSG00000165124	2	2	2
ENSG00000165125	0	0	0
ENSG00000165131	0	0	0
ENSG00000165138	0	0	0
ENSG00000165140	0	0	0
ENSG00000165152	28	28	28
ENSG00000165156	14	14	14
ENSG00000165164	0	0	0
ENSG00000165168	0	0	0
ENSG00000165169	1	1	1
ENSG00000165171	0	0	0
ENSG00000165175	3	3	3
ENSG00000165178	0	0	0
ENSG00000165181	0	0	0
ENSG00000165182	0	0	0
ENSG00000165185	14	14	14
ENSG00000165186	46.441	46.441	46.441
ENSG00000165188	0	0	0
ENSG00000165192	0	0	0
ENSG00000165194	16	16	16
ENSG00000165195	5	5	5
ENSG00000165197	0	0	0
ENSG00000165202	0	0	0
ENSG00000165204	0	0	0
ENSG00000165209	32	32.001	32.001
ENSG00000165215	0	0	0
ENSG00000165219	16.001	16.001	16.001
ENSG00000165233	2	2	2
ENSG00000165238	49.001	49	48.999
ENSG00000165240	7	7	7
ENSG00000165244	0	0	0
ENSG00000165246	0	0	0
ENSG00000165259	3	3	3
ENSG00000165264	6	6	6
ENSG00000165269	1	1	1
ENSG00000165271	9	9	9
ENSG00000165272	0	0	0
ENSG00000165275	2	2	2
ENSG00000165280	47	47	47
ENSG00000165282	3	3	3
ENSG00000165283	3	3	3
ENSG00000165288	25	25	25
ENSG00000165300	10	10	10
ENSG00000165304	0	0	0
ENSG00000165309	0	0	0
ENSG00000165312	2	2	2
ENSG00000165322	13	13	13
ENSG00000165323	63	63	63
ENSG00000165325	0	0	0
ENSG00000165338	17	17	17
ENSG00000165349	1	1	1
ENSG00000165355	2	2	2
ENSG00000165359	6	6	6
ENSG00000165370	0	0	0
ENSG00000165376	0	0	0
ENSG00000165379	7	7	7
ENSG00000165383	0	0	0
ENSG00000165389	2	2	2
ENSG00000165392	5	5	5
ENSG00000165406	16	16	16
ENSG00000165409	0	0	0
ENSG00000165410	16	16	16
ENSG00000165416	22	22	22
ENSG00000165417	9	9	9
ENSG00000165424	0	0	0
ENSG00000165434	70	70	70
ENSG00000165443	19	19	19
ENSG00000165449	34	34	34
ENSG00000165457	0	0	0
ENSG00000165458	1	1	1
ENSG00000165462	0	0	0
ENSG00000165471	0	0	0
ENSG00000165474	0	0	0
ENSG00000165475	3	3	3
ENSG00000165478	0	0	0
ENSG00000165480	0	0	0
ENSG00000165487	10	10	10
ENSG00000165490	1	1	1
ENSG00000165494	22	22	22
ENSG00000165495	2	2	2
ENSG00000165496	0	0	0
ENSG00000165501	2	2	2
ENSG00000165502	10	10	10
ENSG00000165506	6	6	6
ENSG00000165507	0	0	0
ENSG00000165509	0	0	0
ENSG00000165512	13	13	13
ENSG00000165516	18	18	18
ENSG00000165521	9	9	9
ENSG00000165525	14.999	14.999	15
ENSG00000165526	1	1	1
ENSG00000165527	8	8	8
ENSG00000165533	2	2	2
ENSG00000165548	24	24	24
ENSG00000165553	0	0	0
ENSG00000165555	0	0	0
ENSG00000165556	0	0	0
ENSG00000165566	28	28	28
ENSG00000165568	0	0	0
ENSG00000165572	21.182	21.182	21.182
ENSG00000165583	0	0	0
ENSG00000165584	0	0	0
ENSG00000165588	8	8	8
ENSG00000165591	0	0	0
ENSG00000165606	0	0	0
ENSG00000165609	4	4	4
ENSG00000165617	22	22	22
ENSG00000165621	0	0	0
ENSG00000165623	0	0	0
ENSG00000165626	2	2	2
ENSG00000165629	24	24	24
ENSG00000165630	5	5	5
ENSG00000165632	3	3	3
ENSG00000165633	3	3	3
ENSG00000165637	40	40	40
ENSG00000165643	0	0	0
ENSG00000165644	0	0	0
ENSG00000165646	0	0	0
ENSG00000165650	12.003	12.003	12.003
ENSG00000165655	11	11	11
ENSG00000165660	6	6	6
ENSG00000165661	0	0	0
ENSG00000165669	12	12	12
ENSG00000165671	28	28	28
ENSG00000165672	16	16	16
ENSG00000165675	9	9	9
ENSG00000165678	38	38	38
ENSG00000165682	0	0	0
ENSG00000165684	6	6	6
ENSG00000165685	0	0	0
ENSG00000165688	13	13.001	13.001
ENSG00000165689	8	8	8
ENSG00000165694	0	0	0
ENSG00000165695	1	1	1
ENSG00000165698	1	1	1
ENSG00000165699	29	29	29
ENSG00000165702	0	0	0
ENSG00000165704	8	8	8
ENSG00000165714	4	4	4
ENSG00000165716	7	7	7
ENSG00000165724	4	4	4
ENSG00000165730	1	1	1
ENSG00000165731	3	3	3
ENSG00000165732	26	26	26
ENSG00000165733	10	10	10
ENSG00000165752	3	3	3
ENSG00000165757	2	2	2
ENSG00000165762	0	0	0
ENSG00000165775	11.999	12	11.999
ENSG00000165782	5	5	5
ENSG00000165792	13.999	14.001	14.001
ENSG00000165794	0	0	0
ENSG00000165795	9	9	9
ENSG00000165799	0	0	0
ENSG00000165801	24	24	24
ENSG00000165802	40	40	40
ENSG00000165804	13	13	13
ENSG00000165805	6.363	6.364	6.364
ENSG00000165806	0	0	0
ENSG00000165807	0	0	0
ENSG00000165810	3	3	3
ENSG00000165813	14	14	14
ENSG00000165816	0	0	0
ENSG00000165819	13	13	13
ENSG00000165821	25	25	25
ENSG00000165828	0.991	0.991	0.991
ENSG00000165832	4	4	4
ENSG00000165837	0	0	0
ENSG00000165841	0	0	0
ENSG00000165861	6	6	6
ENSG00000165863	0	0	0
ENSG00000165868	9	9	9
ENSG00000165874	0	0	0
ENSG00000165879	3	3	3
ENSG00000165886	0	0	0
ENSG00000165887	0	0	0
ENSG00000165891	0	0	0
ENSG00000165895	0	0	0
ENSG00000165898	3	3	3
ENSG00000165899	0	0	0
ENSG00000165905	0	0	0
ENSG00000165912	0	0	0
ENSG00000165914	14.999	15	15
ENSG00000165915	7	7	7
ENSG00000165916	22	22	22
ENSG00000165917	0	0	0
ENSG00000165923	0	0	0
ENSG00000165929	0	0	0
ENSG00000165934	10	10	10
ENSG00000165935	0	0	0
ENSG00000165949	0	0	0
ENSG00000165953	0	0	0
ENSG00000165959	1	1	1
ENSG00000165966	9	9	9
ENSG00000165970	0	0	0
ENSG00000165972	0	0	0
ENSG00000165973	2	2	2
ENSG00000165983	0	0	0
ENSG00000165985	0	0	0
ENSG00000165995	3	3	3
ENSG00000165996	2	2	2
ENSG00000165997	8	8	8
ENSG00000166002	0	0	0
ENSG00000166004	9	9	9
ENSG00000166006	3	3	3
ENSG00000166007	0	0	0
ENSG00000166012	7	7	7
ENSG00000166013	0	0	0
ENSG00000166016	3	3	3
ENSG00000166024	6	6	6
ENSG00000166025	19	19	19
ENSG00000166033	0	0	0
ENSG00000166035	0	0	0
ENSG00000166037	10	10	9.999
ENSG00000166046	1	1	1
ENSG00000166049	0	0	0
ENSG00000166068	8.01	8.01	8.01
ENSG00000166069	0	0	0
ENSG00000166073	19	19	19
ENSG00000166086	12	12	12
ENSG00000166090	0	0	0
ENSG00000166091	0	0	0
ENSG00000166104	0	0	0
ENSG00000166105	1	1	1
ENSG00000166106	0	0	0
ENSG00000166111	24	24	24
ENSG00000166118	0	0	0
ENSG00000166123	13	12.999	13
ENSG00000166126	0	0	0
ENSG00000166128	19	19	19
ENSG00000166130	0	0	0
ENSG00000166133	2	2	2
ENSG00000166135	13	13	13
ENSG00000166136	10	10	10
ENSG00000166140	3	3	3
ENSG00000166143	0	0	0
ENSG00000166145	0	0	0
ENSG00000166147	7	7	7
ENSG00000166148	0	0	0
ENSG00000166152	0	0	0
ENSG00000166153	1	1	1
ENSG00000166159	0	0	0
ENSG00000166160	0	0	0
ENSG00000166164	17	17	17
ENSG00000166165	85.999	86	85.999
ENSG00000166166	2	2	2
ENSG00000166167	35	35	35
ENSG00000166169	3	3	3
ENSG00000166170	6	6	6
ENSG00000166171	3	3	3
ENSG00000166173	4	4	4
ENSG00000166181	28	28	28
ENSG00000166183	0	0	0
ENSG00000166188	6	6	6
ENSG00000166189	5	5	5
ENSG00000166192	0	0	0
ENSG00000166197	31	31	31
ENSG00000166199	4	4	4
ENSG00000166200	10	10	10
ENSG00000166206	80	80	80
ENSG00000166211	0	0	0
ENSG00000166220	0	0	0
ENSG00000166224	15	15	15
ENSG00000166225	5	5	5
ENSG00000166226	49	49	49
ENSG00000166228	4	4	4
